Program,Material,Core_Type,Style,Finish_Texture,Glass_Info,Configuration,Size_Width_in,Size_Height_in,Handing,Jamb_Type,Jamb_Casing,Hinge_Finish,Special_Features,Bore_Status,Original_Description,Current_Stock_Item_Number,Lowe's_Pro_Stock_Item_Number
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"PROW 24 6P MLD SC LH PFJ 356 NK",5509431,1168798
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"PROW 28 6P MLD SC RH PFJ 356 NK",5509427,1169256
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"PROW 28 6P MLD SC LH PFJ 356 NK",5509439,1169254
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"PROW 30 6P MLD SC RH PFJ 356 NK",5509450,1169245
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"PROW 30 6P MLD SC LH PFJ 356 NK",5509422,1169236
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"PROW 32 6P MLD SC RH PFJ 356 NK",5509429,1170064
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"PROW 32 6P MLD SC LH PFJ 356 NK",5509451,1170130
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"PROW 36 6P MLD SC RH PFJ 356 NK",5509455,1169233
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"PROW 36 6P MLD SC LH PFJ 356 NK",5509457,1169235
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 24 6P MLD TX SC RH PFJ 366 NK",5208958,1169410
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 24 6P MLD TX SC LH PFJ 366 NK",5208959,1168801
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 28 6P MLD TX SC RH PFJ 366 NK",5208960,1169261
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 28 6P MLD TX SC LH PFJ 366 NK",5208961,1169406
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 30 6P MLD TX SC RH PFJ 366 NK",5208962,1169269
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 24 6P MLD TX SC LH PFJ 366 NK",5208963,1169249
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 32 6P MLD TX SC RH PFJ 366 NK",5208964,1170116
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 32 6P MLD TX SC LH PFJ 366 NK",5208965,1170134
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"PROW 36 6P MLD TX SC RH PFJ 366 NK",5208966,1168734
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"PROW 36 6P MLD TX SC LH PF) 366 NK",5208967,1169252
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 24 6P MLD SC RH PFJ 376 NK",5509444,1170137
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,24,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 24 6P MLD SC LH PFJ 376 NK",5509458,1169231
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 28 6P MLD SC RH PFJ 376 NK",5509438,1169257
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,28,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 28 6P MLD SC LH PFJ 376 NK",5509463,1168769
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 30 6P MLD SC RH PFJ 376 NK",5509433,1170133
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,30,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 30 6P MLD SC LH PFJ 376 NK",5509434,1169260
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 32 6P MLD SC RH PFJ 376 NK",5509472,1170067
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,32,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 32 6P MLD SC LH PFJ 376 NK",5509447,1168774
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"PROW 36 6P MLD SC RH PFJ 376 NK",5509461,1170135
Interior Pro Express,Molded,Solid Core,6 Panel,Textured,,Single Prehung,36,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"PROW 36 6P MLD SC LH PFJ 376 NK",5509442,1170136
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,24,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 6PNL PINE RH SOL NO CSG NK",5675192,6035791
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,24,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24 PRO 6PNL PINE LH SOL NO CSG NK",5675195,6035793
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,28,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 6PNL PINE RH SOL NO CSG NK",5675198,6035795
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,28,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28 PRO 6PNL PINE LH SOL NO CSG NK",5675201,6035797
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,30,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 6PNL PINE RH SOL NO CSG NK",5675205,1101697
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,30,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30 PRO 6PNL PINE LH SOL NO CSG NK",5675199,1101698
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,32,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 6PNL PINE RH SOL NO CSG NK",5675204,6035799
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,32,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32 PRO 6PNL PINE LH SOL NO CSG NK",5675203,6035801
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,36,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 6PNL PINE RH SOL NO CSG NK",5675202,6035803
Interior Pro Express,Pine,Solid Core,6 Panel,Stain Grade,,Single Prehung,36,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36 PRO 6PNL PINE LH SOL NO CSG NK",5675200,1101702
Interior Pro Express,Pine,Solid Core,French Door,Clear Pine,10-Lite,Bi-hinge,48,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"48 PRO FRENCH DOOR UNIT NK/10LT",,1101703
Interior Pro Express,Pine,Solid Core,French Door,Clear Pine,15-Lite,Bi-hinge,60,80,,Flat Jamb,No Casing,Nickel,Ball Catches,,"60 PRO FRENCH DOOR UNIT NK/15LT",,1101704
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Slab,18,80,,,,,,No,"18in PRO HC Primed HB Slab",5062589,1102016
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Slab,24,80,,,,,,No,"24in PRO HC Primed HB Slab",5062590,1102017
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Slab,28,80,,,,,,No,"28in PRO HC Primed HB Slab",5062591,1102018
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Slab,30,80,,,,,,No,"30in PRO HC Primed HB Slab",5062592,1102019
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Slab,32,80,,,,,,No,"32in PRO HC Primed HB Slab",5062593,1102020
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Slab,36,80,,,,,,No,"36in PRO Primed HB Stab",5062594,1102021
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Bi-fold,24,80,,,,,,2 Door,,"24in PRO Primed HB BF 2-Door",5062595,1102068
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Bi-fold,30,80,,,,,,2 Door,,"30in PRO Primed HB BF 2-Door",5062596,1102069
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Bi-fold,36,80,,,,,,2 Door,,"36in PRO Primed HB BF 2-Door",5062597,1102070
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24in PRO Primed HB RH NO CSG NK",5062643,1102058
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"24in PRO Primed HB LH NO CSG NK",5062644,1102059
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28in PRO Primed HB RH NO CSG NK",5062645,6036029
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"28in PRO Primed HB LH NO CSG NK",5062646,6036031
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30in PRO Primed HB RH NO CSG NK",5062647,6036033
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"30in PRO Primed HB LH NO CSG NK",5062648,6036035
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32in PRO Primed HB RH NO CSG NK",5062649,6036037
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"32in PRO Primed HB LH NO CSG NK",5062650,6036039
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36,80,Right-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36in PRO Primed HB RH NO CSG NK",5062651,6036041
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36,80,Left-Hand,Flat Jamb,No Casing,Nickel,,Bored,"36in PRO Primed HB LH NO CSG NK",5062652,1102067
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"24in PRO Primed HB RH 356 NK",5062623,6036009
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"24in PRO Primed HB LH 356 NK",5062624,6036011
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"28in PRO Primed HB RH 356 NK",5062625,6036013
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"28in PRO Primed HB LH 356 NK",5062626,6036015
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"30in PRO Primed HB RH 356 NK",5062627,6036017
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"30in PRO Primed HB LH 356 NK",5062628,6036019
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"32in PRO Primed HB RH 356 NK",5062629,6036021
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"32in PRO Primed HB LH 356 NK",5062630,6036023
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36,80,Right-Hand,Split Jamb,356,Nickel,,Bored,"36in PRO Primed HB RH 356 NK",5062631,6036025
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36,80,Left-Hand,Split Jamb,356,Nickel,,Bored,"36in PRO Primed HB LH 356 NK",5062632,6036027
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"24in PRO Primed HB RH 366 NK",5062603,1102028
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"24in PRO Primed HB LH 366 NK",5062604,6035993
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"28in PRO Primed HB RH 366 NK",5062605,6035995
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"28in PRO Primed HB LH 366 NK",5062606,6035997
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"30in PRO Primed HB RH 366 NK",5062607,1102032
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"30in PRO Primed HB LH 366 NK",5062608,6035999
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"32in PRO Primed HB RH 366 NK",5062609,6036001
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"32in PRO Primed HB LH 366 NK",5062610,6036003
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36,80,Right-Hand,Split Jamb,366,Nickel,,Bored,"36in PRO Primed HB RH 366 NK",5062611,6036005
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36,80,Left-Hand,Split Jamb,366,Nickel,,Bored,"36in PRO Primed HB LH 366 NK",5062612,6036007
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"24 RH PRIMED HB 376 NK",5062613,1169402
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"24 LH PRIMED HB 376 NK",5062614,1168779
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"28 RH PRIMED HB 376 NK",5062615,1168792
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"28 LH PRIMED HB 376 NK",5062616,1168735
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"30 RH PRIMED HB 376 NK",5062617,1170112
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"30 LH PRIMED HB 376 NK",5062618,1170147
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"32 RH PRIMED HB 376 NK",5062619,1169240
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"32 LH PRIMED HB 376 NK",5062620,1169258
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36,80,Right-Hand,Split Jamb,376,Nickel,,Bored,"36 RH PRIMED HB 376 NK",5062621,1168736
Interior Pro Express,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36,80,Left-Hand,Split Jamb,376,Nickel,,Bored,"36 LH PRIMED HB 376 NK",5062622,1170114
Interior Pro Express,Component,,Pocket Door Frame,,,,,80,,,,,Includes Hardware,,"24 POCKT DOOR FRAME W/HARDWARE",5675123,1170144
Interior Pro Express,Component,,Pocket Door Frame,,,,,80,,,,,Includes Hardware,,"28 POCKT DOOR FRAME W/HARDWARE",5675126,1170122
Interior Pro Express,Component,,Pocket Door Frame,,,,,80,,,,,Includes Hardware,,"30 POCKT DOOR FRAME W/HARDWARE",5675122,1170068
Interior Pro Express,Component,,Pocket Door Frame,,,,,80,,,,,Includes Hardware,,"32 POCKT DOOR FRAME W/HARDWARE",5675120,1170054
Interior Pro Express,Component,,Pocket Door Frame,,,,,80,,,,,Includes Hardware,,"36 POCKT DOOR FRAME W/HARDWARE",5675128,1170143
